GpsTm=789200724,Flag=4,Longi=114.072803,Lati=22.755983,Speed=582(0.1km/h),Yaw=115(deg)
AcceSpeed(X/Y/Z)=2/-8/99 (0.01g), AngSpeed(X/Y/Z)=-38/-267/-1 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-20/95 (0.01g), AngSpeed(X/Y/Z)=535/-183/-74 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/95 (0.01g), AngSpeed(X/Y/Z)=535/-183/-74 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-14/93 (0.01g), AngSpeed(X/Y/Z)=535/-183/-74 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/100 (0.01g), AngSpeed(X/Y/Z)=535/-183/-74 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-22/96 (0.01g), AngSpeed(X/Y/Z)=535/-183/-74 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-21/98 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/102 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/99 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-18/102 (0.01g), AngSpeed(X/Y/Z)=435/-122/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/97 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/96 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/103 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-15/99 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/108 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/103 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/99 (0.01g), AngSpeed(X/Y/Z)=225/-137/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/104 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-18/109 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-22/98 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/105 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/103 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/99 (0.01g), AngSpeed(X/Y/Z)=36/-162/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-21/108 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-20/100 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-23/102 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-14/99 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-22/106 (0.01g), AngSpeed(X/Y/Z)=-43/-235/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-20/101 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/104 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/99 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-20/107 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/96 (0.01g), AngSpeed(X/Y/Z)=37/-285/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/103 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/102 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-20/99 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/97 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
GpsTm=789201034,Flag=4,Longi=114.076165,Lati=22.769108,Speed=484(0.1km/h),Yaw=47(deg)
AcceSpeed(X/Y/Z)=1/-18/99 (0.01g), AngSpeed(X/Y/Z)=241/-414/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-16/97 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-15/99 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-16/102 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-17/97 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-16/94 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/104 (0.01g), AngSpeed(X/Y/Z)=363/-377/-126 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/95 (0.01g), AngSpeed(X/Y/Z)=363/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/100 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/94 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-20/99 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=11/-17/99 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/97 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/103 (0.01g), AngSpeed(X/Y/Z)=371/-291/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-17/94 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/104 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-15/98 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/103 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-13/100 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/105 (0.01g), AngSpeed(X/Y/Z)=283/-282/-102 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-14/99 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/102 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-18/101 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/106 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-20/100 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/100 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/101 (0.01g), AngSpeed(X/Y/Z)=181/-227/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-20/97 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-15/99 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/104 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-17/101 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-17/101 (0.01g), AngSpeed(X/Y/Z)=122/-140/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-12/93 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/106 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/95 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/104 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-10/95 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/100 (0.01g), AngSpeed(X/Y/Z)=150/-127/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-20/103 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-15/102 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-20/102 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/102 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-12/92 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/102 (0.01g), AngSpeed(X/Y/Z)=235/-121/-71 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-14/99 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-13/93 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/102 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-15/95 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-10/96 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=334/-170/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-21/98 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-17/100 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/98 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/101 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/100 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/99 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-15/98 (0.01g), AngSpeed(X/Y/Z)=354/-159/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/98 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/98 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-14/101 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/100 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/98 (0.01g), AngSpeed(X/Y/Z)=307/-215/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/103 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/103 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/99 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-18/102 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-14/104 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-21/101 (0.01g), AngSpeed(X/Y/Z)=196/-217/-72 (0.01deg/s)
GpsTm=789201035,Flag=4,Longi=114.076265,Lati=22.769192,Speed=507(0.1km/h),Yaw=48(deg)
AcceSpeed(X/Y/Z)=6/-19/106 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-16/96 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/104 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-20/102 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=108/-216/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-15/96 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/108 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-15/98 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-15/110 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-14/96 (0.01g), AngSpeed(X/Y/Z)=102/-220/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-21/98 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/105 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-18/97 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/101 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/102 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/102 (0.01g), AngSpeed(X/Y/Z)=178/-239/-70 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/95 (0.01g), AngSpeed(X/Y/Z)=178/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-15/102 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/98 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/98 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/103 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/98 (0.01g), AngSpeed(X/Y/Z)=262/-218/-73 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/98 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/100 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-15/99 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-18/95 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-16/95 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/105 (0.01g), AngSpeed(X/Y/Z)=297/-248/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-22/100 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/105 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-22/107 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-19/94 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-14/103 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-20/101 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/101 (0.01g), AngSpeed(X/Y/Z)=249/-269/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-15/101 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-22/100 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-15/105 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/105 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-20/101 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/106 (0.01g), AngSpeed(X/Y/Z)=192/-286/-97 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/98 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/99 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/109 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-20/102 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/105 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-20/101 (0.01g), AngSpeed(X/Y/Z)=138/-231/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/93 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-13/98 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-16/97 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-22/100 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/103 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/94 (0.01g), AngSpeed(X/Y/Z)=100/-243/-96 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-20/98 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/102 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/101 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-22/101 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/107 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-22/101 (0.01g), AngSpeed(X/Y/Z)=134/-232/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/97 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-13/101 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-20/98 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/101 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-17/88 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/96 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-15/105 (0.01g), AngSpeed(X/Y/Z)=285/-178/-100 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-19/93 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-20/102 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-17/91 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-16/98 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/100 (0.01g), AngSpeed(X/Y/Z)=391/-119/-81 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-22/99 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-15/101 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/98 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-15/99 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
GpsTm=789201036,Flag=4,Longi=114.076370,Lati=22.769277,Speed=518(0.1km/h),Yaw=48(deg)
AcceSpeed(X/Y/Z)=7/-20/94 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-17/98 (0.01g), AngSpeed(X/Y/Z)=329/-147/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-20/103 (0.01g), AngSpeed(X/Y/Z)=329/-147/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-18/93 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/99 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-19/102 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-22/99 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/100 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-21/102 (0.01g), AngSpeed(X/Y/Z)=207/-136/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/96 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/101 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/111 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-21/103 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-21/100 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-20/102 (0.01g), AngSpeed(X/Y/Z)=167/-170/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/101 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/97 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/108 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-24/105 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=148/-158/-91 (0.01deg/s)
